date,ip,attack_type,threat_theme,threat_level,is_malicious,abuseip_score,usage_type,abuseip_categories,abuseip_distinct_users,abuseip_last_reported,country,isp,infra_owner
2026-04-22,104.255.59.102,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Indonesia,"Amazon.com, Inc.",Amazon Technologies Inc. (ap-southeast-3)
2026-04-22,1.0.153.181,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,83.167.101.221,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,"JSC ""AKADO-Stolitsa""",JSC AKADO-Stolitsa
2026-04-22,5.42.58.241,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,CJSC Kolomna-Sviaz TV,SVKTV-GARANTIA
2026-04-22,13.106.38.142,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Action Group (northcentralus)
2026-04-22,195.135.68.145,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,France,Sewan SAS,SEWAN
2026-04-22,13.105.114.208,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus2euap)
2026-04-22,108.166.240.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-west-2)
2025-05-12,101.99.91.107,exploit_delivery,general_threat,2,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-10-04T09:12:13+00:00,Malaysia,Shinjiru Technology Sdn Bhd,Shinjiru Technology Sdn Bhd
2026-04-22,1.0.136.190,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,40.96.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,Microsoft Corporation,Microsoft Corporation
2026-04-22,108.166.244.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-2)
2025-08-29,212.236.17.237,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Austria,Video-Broadcast,Video-Broadcast GmbH
2026-04-22,104.255.56.3,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-1)
2026-04-22,104.47.217.71,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Action Group (westus2)
2026-04-22,62.74.243.154,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Greece,Vodafone-panafon Hellenic Telecommunications Company SA,Vodafone-panafon Hellenic Telecommunications Company SA
2026-02-18,31.57.219.216,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-07-12T05:00:01+00:00,France,12651980 Canada Inc.,Virtuo Holdings Inc
2026-04-22,168.181.247.195,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-08-28T18:04:38+00:00,Brazil,gotcha net internet provider,gotcha net internet provider
2026-04-22,27.4.59.188,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited
2026-04-22,45.179.174.123,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-03-31T11:37:01+00:00,Brazil,AgroRedes Ltda,Infocomp Telecom
2026-04-22,74.137.64.220,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,Charter Communications Inc,Spectrum
2026-04-22,82.80.207.110,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Israel,Bezeq International Ltd.,Bezeq International
2026-04-22,31.182.36.26,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Poland,Toya sp. z o.o.,Toya:net
2026-04-22,103.104.17.7,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Philippines,Responsible Internet Sustainability Effort,Unknown
2025-10-29,136.0.9.8,ransomware,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-06-19T21:30:28+00:00,United Kingdom,Ace Data Centers II,Evoxt
2026-02-01,146.0.41.234,espionage,mobile_devices,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,WIIT AG,Myloc De Steffenruehl
2026-04-22,200.125.37.90,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-07-07T17:39:34+00:00,Uruguay,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones
2026-04-22,120.253.245.192,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-01-06T15:21:54+00:00,China,China Mobile communications corporation,AWS CloudFront (GLOBAL)
2026-04-22,107.20.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",AWS EC2 (us-east-1)
2026-04-22,20.95.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Japan,Microsoft Corporation,Microsoft Azure Cloud (japanwest)
2026-04-22,1.0.148.142,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-02-12T12:36:49+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,144.2.93.73,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Switzerland,Swisscom (Schweiz) AG,WINGO-CUST1A2
2026-04-22,13.107.52.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Taiwan,Microsoft Corporation,Microsoft Corporation
2026-04-22,180.16.128.17,none,verified_service,0,0,0,Mobile ISP,No_Reports,0,Never_Reported,Japan,NTT Communications Corporation,Open Computer Network
2026-04-22,1.0.135.153,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,54.39.255.35,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,OVH SAS,"OVH Hosting, Inc"
2025-08-29,45.61.151.12,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-12-07T15:56:24+00:00,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,174.51.81.36,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc."
2026-04-22,1.0.150.124,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-06-05T03:19:09+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-08-29,45.61.133.157,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,111.221.96.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,Microsoft Corporation,Microsoft Azure Cloud (southeastasia)
2026-04-22,13.107.253.0,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,104.47.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2023-05-12T11:35:47+00:00,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,52.96.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2025-08-29,45.61.159.25,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-01-13T09:02:14+00:00,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,176.115.196.210,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-09-24T05:02:06+00:00,Russia,UnitTelecom LLC,UnitTelecom Ltd
2026-04-22,89.109.123.91,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Portugal,Cabo Tv Madeirense S.A,Cabo Tv Madeirense S.A.
2026-04-22,212.28.238.145,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Lebanon,Transmog Inc S.A.L,dsl1M
2026-04-22,1.0.0.1,none,verified_service,0,0,0,Content Delivery Network,"4,6,10,14,15,18,21,22",7,2026-04-16T04:00:40+00:00,Australia,"Cloudflare, Inc",APNIC and Cloudflare DNS Resolver project
2025-08-29,59.148.233.250,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,Hong Kong,Hong Kong Broadband Network Ltd,C & K Metal Manufactory LTD
2026-04-22,40.104.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-04-22,194.2.0.50,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,Orange Business Services,Unknown
2026-04-22,200.46.99.178,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-07-28T21:44:13+00:00,Panama,Cable Onda,Cable Onda
2026-04-22,13.104.208.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (centraluseuap)
2026-02-01,146.0.41.204,espionage,mobile_devices,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,WIIT AG,Myloc De Steffenruehl
2026-04-22,13.124.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Korea,Amazon Technologies Inc.,AWS EC2 (ap-northeast-2)
2025-05-12,158.247.224.100,exploit_delivery,general_threat,2,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Korea,"The Constant Company, LLC","The Constant Company, LLC"
2026-04-22,1.174.123.20,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Taiwan,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.
2026-04-22,186.1.35.243,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Nicaragua,Equipos Y Sistemas S.A.,Equipos Y Sistemas S.A
2026-04-22,102.37.26.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,Microsoft Corporation,Microsoft Azure Cloud (southafricawest)
2026-04-22,49.1.33.50,none,verified_service,0,0,0,Commercial,No_Reports,0,Never_Reported,South Korea,DLIVE,Dlive
2026-04-22,1.0.153.148,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-07-26T07:07:14+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,13.184.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Amazon.com,Amazon Technologies Inc. (us-east-2)
2026-04-22,91.190.238.106,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-05-14T15:27:15+00:00,Russia,NetOne Rus JSC,Netone
2026-04-22,1.0.156.34,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,95.163.77.15,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,LLC Digital Network,DINET-HOSTING
2026-04-22,120.232.236.128,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-01-06T15:21:01+00:00,China,China Mobile communications corporation,AWS CloudFront (GLOBAL)
2026-04-22,1.1.168.68,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,77.232.150.227,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,Zhukovsky.net,OOO Teleservis/Zhukovsky.net
2026-04-22,104.255.56.16,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-1)
2026-04-22,104.47.217.151,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Action Group (northcentralus)
2026-04-22,172.64.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,14,1,2026-04-13T22:00:16+00:00,Canada,Cloudflare,"Cloudflare, Inc."
2026-04-22,1.0.0.2,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,2026-01-01T20:30:04+00:00,Australia,"Cloudflare, Inc",APNIC and Cloudflare DNS Resolver project
2026-04-22,20.190.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Active Directory (southcentralus)
2026-04-22,83.169.217.22,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,MegaFon,OJSC MegaFon Kirov
2025-08-29,85.195.89.94,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,velia.net,Eldernode
2026-04-22,1.0.152.123,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2026-01-07T04:48:17+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-11-10,167.17.188.244,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Poland,Baxet Group Inc.,Baxet Group Inc
2026-04-22,74.205.52.167,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Rackspace Hosting,Bill Graham Archives
2025-08-29,193.43.104.185,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,OVH SAS,BlueVPS OU
2026-04-22,104.255.59.124,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,India,"Amazon.com, Inc.",Amazon Technologies Inc. (ap-south-2)
2026-04-22,185.50.212.224,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Slovakia,Orange Slovensko a.s.,Orange Cromwell
2026-04-22,31.133.124.66,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,Freedom House Ltd,FreeDomHouse
2026-04-22,5.181.194.15,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Italy,Sinergia Telecomunication S.R.L.,Sinergia
2026-04-22,1.0.153.36,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-05-17T00:22:58+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-08-29,63.141.234.109,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Nocix, LLC","Dedispec, LLC"
2026-04-22,103.22.200.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,"Cloudflare, Inc.",Cloudflare WARP
2026-04-22,5.252.170.145,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Latvia,Latvijas Mobilais Telefons SIA,LMT
2026-04-22,66.249.72.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Google LLC,Google LLC
2026-04-22,104.255.57.164,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"Amazon.com, Inc.",Amazon Technologies Inc. (us-east-2)
2026-04-22,103.36.96.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,China,"Microsoft Mobile Alliance Internet Services Co., Ltd","Microsoft Mobile Alliance  Co., Ltd"
2026-04-22,1.0.150.51,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-08-29,74.48.84.119,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-04-25T08:30:14+00:00,United States,Multacom Corporation,TELUS Communications Inc
2026-04-22,103.19.122.138,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bangladesh,Deshnet Broadband,Deshnetbroadband
2025-05-12,13.232.191.219,exploit_delivery,general_threat,2,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,India,Amazon Technologies Inc.,AWS EC2 (ap-south-1)
2026-04-22,104.210.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus2)
2026-04-22,13.107.245.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,Microsoft Corporation,Microsoft Corporation
2026-04-22,1.0.141.225,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-08-22,164.215.103.55,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,The Netherlands,IP Connect Inc,IP Connect Inc
2026-04-22,1.0.154.133,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-06-25T08:54:17+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,196.202.207.133,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-02-03T06:17:10+00:00,Kenya,BROADBAND-ADSL,Unknown
2026-04-22,104.210.176.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (southcentralus)
2026-04-22,185.47.185.157,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Hungary,Macronet System Kereskedelmi es Szolgaltato Kft,Macronet System Kereskedelmi es Szolgaltato Kft
2026-04-22,94.139.240.28,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,Enterprise Cloud Ltd.,IT-GRAD 1Cloud LLC
2026-04-22,62.170.177.193,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Italy,LINKEM-NETWORK,Unknown
2026-04-22,1.0.153.3,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-10-05T16:47:43+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,128.85.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,MICROSOFT,Microsoft Azure Cloud (westus2)
2026-04-22,1.0.141.173,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,104.255.59.206,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Thailand,"Amazon.com, Inc.",Amazon Technologies Inc
2025-08-29,167.88.175.231,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,RouterHosting LLC,RouterHosting LLC
2026-02-18,45.32.123.183,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,The Constant Company,"Vultr Holdings, LLC"
2026-04-22,24.51.32.124,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,Great Plains Communications LLC,Great Plains Communications LLC
2026-04-22,1.0.153.42,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2025-08-29,45.146.120.210,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Think Huge Ltd,TH NY
2026-04-22,143.110.148.155,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,"DigitalOcean, LLC","DigitalOcean, LLC"
2025-08-29,167.88.172.70,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,RouterHosting LLC,RouterHosting LLC
2026-04-22,13.134.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,Amazon.com,AWS EC2 (eu-west-2)
2026-04-22,158.58.132.58,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,Dmitriy V. Kozmenko,Business-Svyaz LTD
2026-04-22,1.169.49.42,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Taiwan,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.
2025-11-10,185.142.33.131,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,Aleksei Fedorov PR Krusevac,Kvmka
2026-04-22,104.210.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (southcentralus)
2026-04-22,166.130.27.133,none,verified_service,0,0,0,Mobile ISP,No_Reports,0,Never_Reported,United States,"AT&T Enterprises, LLC","AT&T Enterprises, LLC"
2026-04-22,13.107.12.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-04-22,104.47.216.64,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,Microsoft Corporation,Microsoft Azure Cloud (westeurope)
2026-04-22,104.255.58.84,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,"Amazon.com, Inc.",Amazon Technologies Inc. (eu-central-1)
2026-04-22,13.107.16.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Corporation
2026-04-22,1.0.151.65,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-06-20T08:59:50+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,94.70.171.67,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Greece,Ote SA (Hellenic Telecommunications Organisation),OTEnet
2025-08-29,167.88.173.58,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,RouterHosting LLC,RouterHosting LLC
2026-02-18,155.138.225.148,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Choopa,"Vultr Holdings, LLC"
2026-04-22,1.0.138.197,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-05-24T08:00:19+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,52.93.71.40,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Ireland,"Amazon.com, Inc.",Amazon Technologies Inc. (eu-west-1)
2026-04-22,1.2.245.32,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,165.158.1.2,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Crown Castle Fiber LLC,Pan American Health Organization
2026-04-22,1.0.150.32,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,104.47.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,Microsoft Corporation,Microsoft Azure Cloud (westeurope)
2026-04-22,34.88.194.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Finland,Google LLC,Google Cloud (europe-north1)
2026-04-22,1.0.138.245,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,184.187.201.251,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,Cox Communications Inc.,Cox Communications Inc.
2026-04-22,84.47.137.74,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,"JSC ""Severen-Telecom""",SEVEREN
2026-04-22,108.162.192.0,none,verified_service,0,0,0,Content Delivery Network,14,1,2026-04-14T12:00:16+00:00,Canada,"Cloudflare, Inc.","Cloudflare, Inc."
2025-08-29,45.61.133.79,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,13.105.74.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (westus3)
2026-04-22,104.47.240.167,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Action Group (northcentralus)
2026-04-22,88.205.234.250,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,A Yamalo-Nenetsk branch of JSC Uralsvyazinform Autonomus System,JSC Uralsvyazinform
2025-08-29,45.125.64.195,espionage,general_threat,1,1,0,Fixed Line ISP,21,1,2026-03-03T02:17:58+00:00,Hong Kong,Tele Asia Limited,Tele Asia Limited
2026-04-22,172.105.186.231,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-08-14T05:03:44+00:00,Australia,Akamai Technologies,Linode
2026-04-22,13.105.36.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (westus2)
2026-04-22,1.0.146.237,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2021-02-11T05:54:12+00:00,Thailand,TOT Public Company Limited,TOT Public Company Limited
2026-04-22,66.249.70.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Google LLC,Google LLC
2026-04-22,157.56.24.192,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Microsoft Corporation,Microsoft Azure Cloud (northcentralus)
2026-04-22,24.16.223.122,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,"Comcast Cable Communications, LLC",Comcast Cable Communications
2025-10-29,166.88.4.2,ransomware,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,Ace Data Centers II,Evoxt
2025-10-06,200.107.207.26,exploit_delivery,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-11-29T03:48:59+00:00,El Salvador,Datahome S.A,Redynet SRL
2025-08-29,172.86.106.39,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,RouterHosting LLC,FranTech Solutions
2026-04-22,40.92.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2023-05-12T11:37:49+00:00,United States,Microsoft Corporation,Microsoft Corporation
2025-11-10,193.233.23.81,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Finland,Aleksei Fedorov PR Krusevac,Aleksei Fedorov PR Krusevac
2025-08-29,193.239.86.132,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-07-04T07:21:22+00:00,Hong Kong,M247 Europe SRL,M247 Ltd HONG KONG
